name,lon,lat,code,fclass,osm_id
پله به پشت بام,54.3687865,31.8965794,2721,attraction,6813666288
کتابخانه عمومی فرخی یزدی,54.3774549,31.8653289,2007,library,6823182385
کافه تایم یزد,54.3798503,31.8704673,2303,cafe,6849448427
علیرضا محقق,54.3952151,31.8250818,2120,doctors,6852588885
تاج برگر,54.3858324,31.8219767,2301,restaurant,6853409495
اغذیه جنوب,54.3720685,31.8362283,2302,fast_food,6855694085
کافه‌چی,54.366402,31.8860271,2303,cafe,6855694086
سونوگرافی و رادیولوژی دکتر بقائی,54.3687449,31.8815743,2120,doctors,6858171885
Coffee & drink Cold - Take away,54.3680196,31.8982626,2303,cafe,6860078485
Wheat Traveler House,54.3717594,31.9041402,2405,hostel,6861229885
کافه جنوب,54.3721425,31.8361107,2303,cafe,6899733985
مزون شبنم,54.3865115,31.8730928,2512,clothes,6942732355
Mani Burger,54.360953,31.8462424,2301,restaurant,6943241997
Wheat,54.3716595,31.9040203,2405,hostel,6948600591
کافه رستوران اسپرلوس,54.3616774,31.8470921,2301,restaurant,7012220813
نانوایی یزدی,54.3768359,31.8792352,2502,bakery,7016107221
مجتمع امام رضا پیراپزشکی,54.3513792,31.8684565,2081,university,7059385104
سوپر یاس,54.380598,31.8484927,2511,convenience,7064031746
کبابی و صبخانه,54.3806544,31.8485474,2301,restaurant,7064056289
کباب ناب,54.3810701,31.8486043,2302,fast_food,7064056608
میوه فروشی نادر,54.3805364,31.8484435,2511,convenience,7064057183
بوتیک مَروین,54.3585875,31.8471872,2512,clothes,7116456403
بازی فکری اسباب بازی و اموزشی  بازینو,54.3779027,31.8781753,2526,toy_shop,7173206607
آرا,54.3744427,31.8972203,2401,hotel,7177430787
لوازم التحریر چمران,54.3780951,31.8783478,2523,stationery,7177610904
کافه تیک,54.3733034,31.8477786,2303,cafe,7190090062
ساندویچ  گلبهار,54.3790862,31.8786253,2302,fast_food,7202184734
نانوایی چمران,54.3790312,31.8785859,2502,bakery,7203490969
بانک صادرات,54.3596958,31.8771727,2601,bank,7312875113
لوازم یدکی اتومبیل رضا,54.3921981,31.8803524,2501,supermarket,7540372881
Noyan Fanavari Diana - Central Office,54.3336196,31.8512733,2501,supermarket,7574685255
Khaled Quale ق‌هاله,54.3661543,31.8980654,2731,castle,7598036386
گالری بابانوئلBaba Noel Gallery,54.3686601,31.8455607,2521,gift_shop,7688391401
سالن زیبایی پگاه,54.3786257,31.8284134,2561,hairdresser,7727105630
گروه پوشاک کاردو,54.3801145,31.8635303,2512,clothes,7734685389
لوازم آرایشی سعید,54.3700301,31.8824897,2501,supermarket,8007628508
مجتمع تجاری سیدالشهدا,54.3699052,31.8821929,2501,supermarket,8007632517
بیفتک | سفارش آنلاین گوشت یزد | Beeftak,54.3820588,31.8259224,2516,butcher,8308243588
اقامتگاه دلخش,54.3710317,31.9021916,2404,guesthouse,8349138318
کافه رستوران ربانزو,54.372541,31.8456885,2301,restaurant,8361109546
سالن زیبایی هما,54.3534029,31.8835618,2529,beauty_shop,8446544039
کلینیک حاجی مقصودی,54.3722579,31.8313822,2111,clinic,8762787996
مرکز خدمات جامع سلامت شهید فرشاد (مسکن),54.3827051,31.8707745,2111,clinic,8762815672
کافه لیلو,54.3748023,31.835741,2303,cafe,8790597603
اقامتگاه سنتی عندلیبان,54.3731115,31.9041561,2401,hotel,8805487317
تعمیرات دوچرخه اطلسی,54.3731187,31.8359605,2542,bicycle_shop,8911716717
پوشاک رجال,54.3674154,31.8925887,2512,clothes,9000228183
کلانتری ۱۲ قائم,54.3728225,31.9001271,2001,police,9016243818
کافه رستوران اربابان,54.3798921,31.8792453,2303,cafe,9083538956
فروشگاه ارگانیک وکیل,54.379966,31.879306,2501,supermarket,9083587683
فروشگاه ارگانیک وکیل,54.3390073,31.8560723,2501,supermarket,9083587683
عمده فروشی وکیل,54.3769695,31.8526275,2501,supermarket,9083591522
آترینو,54.3746113,31.8586472,2561,hairdresser,9105100634
نمایشگاه اتومبیل یک دو سه,54.3534279,31.8735438,2504,mall,9238484639
سالن زیبایی تاج,54.400248,31.8609104,2529,beauty_shop,9312695425
رستوران مهر يزد,54.3890264,31.8733054,2301,restaurant,9324863684
فلافلی آبادان,54.3541831,31.852993,2302,fast_food,9355482418
گروه آواتل,54.3781341,31.8727188,2525,mobile_phone_shop,9426015342
پوشاک سایز بزرگ زنانه وست,54.3646712,31.8713815,2512,clothes,9582624431
دبستان دخترانه زکیه,54.3730762,31.8497353,2082,school,9665510843
استخر زمزم,54.3290796,31.8524266,2253,swimming_pool,9665510861
دبیرستان نمونه دخترانه اویسی,54.3726986,31.8502872,2082,school,9665510881
عمارت وکیل,54.3856865,31.8437463,2301,restaurant,9713297917
خانه سنتی و رستوران هفت خوان,54.3625751,31.8933041,2301,restaurant,9725922151
دبیرستان پسرانه دوره اول امام حسین(ع),54.3545848,31.8744956,2082,school,9788594078
ساختمان پزشکان تریتا,54.3573046,31.8781794,2120,doctors,9810990034
دبیرستان پسرانه شاهد جعفری نعیمی,54.3592319,31.8511764,2082,school,9811554689
بازرگاني سايتل,54.3772292,31.8722981,2544,furniture_shop,9847892360
بومگردی شمس تبریزی,54.372388,31.9029803,2405,hostel,9850433500
کافه رستوران مسیح,54.3626321,31.8277798,2303,cafe,9870364986
موبایل و لوازم جانبی مستر آزاد,54.3625963,31.848159,2525,mobile_phone_shop,9897011300
Romano,54.3364004,31.8568635,2301,restaurant,9993204907
فست فود رومانو 03538218021,54.3364206,31.8567794,2302,fast_food,10004958750
الویه مهروند شعبه مدرس,54.3909363,31.8541995,2302,fast_food,10009222074
Venice Coffee,54.3683628,31.900596,2303,cafe,10015119701
Zaman Café,54.3706124,31.8999439,2301,restaurant,10015159246
باشگاه دانشجویان یزد,54.3577223,31.8388803,2081,university,10045268394
فروشگاه تاسیسات نوین شجره,54.3720534,31.8662434,2543,doityourself,10072648342
Papasi cafe,54.3695173,31.9004728,2301,restaurant,10075242206
Tourism cafe,54.3688803,31.8391395,2303,cafe,10075259241
Adobe Al-Mamalek Hotel,54.366465,31.8985844,2401,hotel,10075312345
رستوران سنتی عمارت عقیق,54.3767073,31.8868831,2301,restaurant,10090338220
داروخانه دکتر ابریشم دکتر افلاطونیان,54.3569639,31.8756307,2101,pharmacy,10106270967
دکتر زهرا نظامی,54.3765318,31.8244091,2111,clinic,10173046681
دکتر منصور سعادتی,54.3833703,31.8555727,2120,doctors,10180298283
هنرستان هنرهای زیبا,54.356251,31.8569225,2082,school,10183161485
بوتیک هتل هومان یزد,54.3670558,31.8985422,2401,hotel,10212522289
هتل دالان,54.3712192,31.8837711,2401,hotel,10212643301
پوشاک زنانه گلاویژ,54.3892094,31.8537164,2512,clothes,10259173092
دبیرستان دخترانه ادب,54.3777376,31.8988127,2082,school,10284388039
باربیکیو,54.3759897,31.836296,2302,fast_food,10294027797
هایپر جامینو مرکز خرید,54.3946089,31.8280654,2501,supermarket,10296614691
کتابخانه حضرت زهرا (س),54.3966139,31.8175375,2007,library,10296652656
دبستان پسرانه جمشیدی,54.3990455,31.8172035,2082,school,10296662089
میوه فروشی بهار,54.4014256,31.8528404,2528,greengrocer,10550639377
هتل رویای قدیم,54.3718475,31.8901478,2401,hotel,10595713048
اقامتگاه سنتی الماس یزد,54.3714103,31.901584,2401,hotel,10595749030
هتل پردیسان,54.3686235,31.8832608,2401,hotel,10595750595
هتل دوستانه,54.3704521,31.9023542,2401,hotel,10595753314
اقامتگاه بوم گردی کوبه,54.3656677,31.8926619,2401,hotel,10595772283
اقامتگاه بومگردی عمارت بانو,54.372907,31.9056132,2401,hotel,10595776188
هتل رستوران دالان بهشت,54.3717523,31.9017069,2401,hotel,10595846708
اقامتگاه سنتی شمعدونی,54.373949,31.9036322,2401,hotel,10595859513
اقامتگاه بوم گردی شهرزاد یزد,54.3736929,31.8869366,2401,hotel,10595859514
هتل آواسا یزد,54.3748637,31.8974533,2401,hotel,10595870438
هتل رستوران راه و ما,54.3761873,31.8257875,2401,hotel,10595878365
هتل حس خوب,54.367788,31.8982901,2401,hotel,10595922586
هتل خوان سالار,54.3767399,31.9020417,2401,hotel,10595930688
اقامتگاه بوم گردی سنتی گنجه,54.3663168,31.8870733,2401,hotel,10595936187
هتل مالمير,54.3761283,31.9023274,2401,hotel,10595950140
هتل گیتی,54.3726683,31.9047787,2401,hotel,10595966922
کلینیک دندانپزشکی بهار,54.363682,31.8750094,2121,dentist,10617501495
جمعیت هلال احمر شهرستان یزد,54.3757716,31.8754508,2111,clinic,10677818385
فرش دستباف خانی,54.3640231,31.896338,2505,department_store,10767024605
دبیرستان پسرانه ملاصدرا,54.3748757,31.8868433,2082,school,10823521696
داروخانه دکتر ثقفی,54.3603054,31.8854201,2101,pharmacy,10839248662
خشکشویی معین,54.3452688,31.8475612,2568,laundry,10840503895
boutique hotel darbar | بوتیک هتل دربار,54.3744715,31.8857002,2401,hotel,10846649312
Roseland رزلند,54.3852384,31.8419441,2513,florist,10858763631
هایپر گندم,54.3868861,31.8997733,2501,supermarket,10862004398
کلینیک دندانپزشکی فرهنگ,54.3595143,31.845031,2121,dentist,10968953558
کلینیک زیبایی دکتر عاطفه رحیمی,54.3818782,31.8521686,2120,doctors,10973280619
کافه رهاو,54.3731618,31.8483829,2303,cafe,11005544270
دکتر علی عقیلی,54.3841219,31.8408691,2121,dentist,11016778718
لباس زیر مادام,54.3779076,31.8365073,2512,clothes,11045614748
بانک پارسیان,54.3856017,31.8417707,2601,bank,11049256435
سوپر پروتئین سیانا,54.3845646,31.8654598,2516,butcher,11083198824
کباب سرای خندان شعبه 2,54.3550218,31.8162235,2301,restaurant,11097035801
سوپر لیمو,54.3990666,31.8542769,2511,convenience,11111178978
فروشگاه ایساتیس( مرشدی),54.3841602,31.851126,2543,doityourself,11111297138
گل فروشی گل برای گل,54.369463,31.8441928,2513,florist,11118587327
مسترمبل,54.3811699,31.8845122,2544,furniture_shop,11136169116
کفش محمد,54.3874648,31.8898484,2517,shoe_shop,11151744674
بوتیک هتل کتروا,54.3672971,31.8908606,2401,hotel,11200310037
عینک معین,54.3615913,31.8749279,2519,optician,11219786813
هایپرمارکت زاگرس,54.3843546,31.8410894,2501,supermarket,11297185057
هایپر یو,54.3784913,31.8462184,2501,supermarket,11297339601
رستوران دورهمی یزد,54.3623579,31.8247916,2301,restaurant,11329560248
مزون امیر,54.3723405,31.8465248,2512,clothes,11348130972
جوجه رسمی اقایی,54.3287193,31.8550446,2516,butcher,11364433031
نمایشگاه اتومبیل آرمان,54.3978594,31.8549986,2541,car_dealership,11365838981
مدرسه ولی عصر,54.3869054,31.8877554,2082,school,11374945431
رستوران اطلس,54.3790466,31.8273896,2301,restaurant,11391617119
بوستان بهشت,54.3947657,31.9261834,2204,park,11397747893
بلوک جنان 1,54.395479,31.9263017,2015,graveyard,11397751906
بلوک جنان 2,54.3964376,31.9261425,2015,graveyard,11397754653
بلوک رحمت 1,54.3967859,31.929604,2015,graveyard,11397756376
بلوک معراج 3,54.3937312,31.9275072,2015,graveyard,11397756507
بلوک معراج 5,54.3946424,31.928232,2015,graveyard,11397768291
بلوک معراج 5,54.3942671,31.9287343,2015,graveyard,11397768291
بلوک معراج 1,54.3933616,31.926699,2015,graveyard,11397769679
بلوک معراج 6,54.3932928,31.929408,2015,graveyard,11397771433
بلوک معراج 2,54.3918015,31.9275817,2015,graveyard,11397773010
بلوک معراج 4,54.3921962,31.9282517,2015,graveyard,11397773849
بلوک سبحان,54.3980489,31.9284831,2015,graveyard,11397795791
نقره رحیمی,54.3722259,31.8477671,2520,jeweller,11496764925
فروشگاه شهر جانبی یزد,54.3798118,31.864029,2525,mobile_phone_shop,11514320188
گندم,54.3695554,31.8348872,2512,clothes,11522153580
آرایشگاه مهروماه,54.3647997,31.8507378,2561,hairdresser,11539692666
بازارچه میوه شهرداری,54.3856075,31.8316588,2016,market_place,11583781639
موزه دیدنی های یزد,54.3701379,31.8940346,2722,museum,11584056092
کافه میلانو,54.3617253,31.8744509,2303,cafe,11586121370
شهر جانبی یزد shahr janebi yazd,54.3798267,31.8639876,2525,mobile_phone_shop,11592365541
مطب دکتر مهدی کریمی فوق تخصص ریه,54.3554833,31.8853119,2120,doctors,11594280819
نانوایی تنوری,54.3663123,31.8514491,2502,bakery,12038653968
بلوک رحمت 2,54.3957845,31.9317894,2015,graveyard,11617766152
مهدیه,54.3951474,31.9316813,2015,graveyard,11617795846
لادن,54.3688315,31.8155232,2501,supermarket,11627344603
نانوایی تنوری,54.3639095,31.8129613,2502,bakery,12038653968
دبستان پسرانه جواد الائمه,54.376058,31.8317884,2082,school,11627393614
دبستان دخترانه جواد الائمه,54.3766266,31.8318385,2082,school,11627411510
ساختمان پزشکان ایران,54.3778611,31.8725442,2111,clinic,11639828853
مجتمع پزشکان سینا,54.3790815,31.8727034,2120,doctors,11639837690
داروخانه هلال احمر یزد,54.3677108,31.8817845,2101,pharmacy,11639886176
پیرایش و آرایشگاه کلاسیک,54.3375178,31.8620877,2561,hairdresser,11727385058
نانوایی سنگک,54.360499,31.8187136,2502,bakery,12030231108
تالار عروسی فرهنگیان,54.3806328,31.8337545,2401,hotel,11746639036
استخر شنای فرهنگیان,54.3815984,31.8344198,2253,swimming_pool,11746656296
مدرسه امام حسن مجتبی,54.3801232,31.8346842,2082,school,11746660753
نانوایی ماشینی,54.3620668,31.8085252,2502,bakery,11757127043
رستوران راک,54.3752419,31.8770658,2301,restaurant,11759000834
مزون نورا,54.3795277,31.8642902,2512,clothes,11760251620
الویه مهروند,54.3792725,31.878802,2501,supermarket,11763334302
عينك آركا,54.3562758,31.886387,2519,optician,11775086501
مجموعه زیرزمینی تاریخی دروازه مهریز,54.3682346,31.8964581,2721,attraction,11796041371
رستوران نادر کباب,54.3605286,31.8211646,2302,fast_food,11804811112
هنرستان پسرانه شهدای نعیم آباد,54.3714823,31.8569637,2082,school,11834608825
نانوایی کرونو,54.3716862,31.8564056,2502,bakery,11834612605
نانوایی تنوری,54.3594039,31.8907399,2502,bakery,12038653968
فست فود ترد و خاص,54.3539833,31.8426377,2302,fast_food,11865559693
گیتا مد(پوشاک و کیف و کفش زنانه),54.3697528,31.882691,2512,clothes,11898859475
مجموعه عینک مهران,54.3659551,31.8894098,2519,optician,11900948753
دکتر سرتیپ زاده(متخصص قلب),54.3583186,31.8763567,2120,doctors,11903647197
دکتر گلشن(متخصص نوزادان),54.3573005,31.8799122,2120,doctors,11903676175
سوپرگل اورینتال,54.3964319,31.8674142,2513,florist,11909583773
قهوه خانه و چایخانه سنتی تاج,54.3828689,31.9080509,2303,cafe,11918257038
داروخانه,54.3568424,31.884811,2101,pharmacy,11949178792
رادیولوژی و سونوگرافی دی,54.3587146,31.8816816,2120,doctors,11944034743
بانک ملی,54.3583069,31.8816224,2601,bank,11944115490
آرایشی گل یخ,54.364221,31.8498935,2514,chemist,11944665745
داروخانه,54.3794386,31.8260977,2101,pharmacy,11949178792
مهمانسرای بیمارستان شهید صدوقی,54.379047,31.8252818,2404,guesthouse,11949236064
نانوایی سنگک,54.3802298,31.8253114,2502,bakery,12030231108
اورژانس اطفال بیمارستان شهید صدوقی,54.379857,31.8247553,2110,hospital,11949323643
آموزشگاه مراقبت و زیبایی رویال,54.3815583,31.8357433,2561,hairdresser,11953394880
باشگاه انرژی,54.3857896,31.8126074,2251,sports_centre,11971895878
پارس طلا - مرکز تولید و پخش طلا,54.3670056,31.896284,2520,jeweller,11974902441
لوازم قنادی نارنجی,54.36912,31.8389656,2502,bakery,11975308314
سالن vip مهربان من,54.3645088,31.8261188,2529,beauty_shop,11982265749
موسسه عینک آفتاب دیدافزا,54.3799614,31.8641926,2519,optician,11991785940
Saman Dental Clinic,54.3796338,31.8340296,2111,clinic,12000494839
دبستان غیرانتفاعی دخترانه آبان,54.3731035,31.8424031,2082,school,12014391869
نانوایی تنوری,54.3629952,31.8492471,2502,bakery,12038653968
کلانتری 17,54.3382927,31.8473502,2001,police,12025142001
نانوایی سنگک,54.3454978,31.8499523,2502,bakery,12030231108
نانوایی تنوری,54.3446287,31.8502895,2502,bakery,12038653968
دبیرستان دخترانه سما,54.346399,31.8497768,2082,school,12030273669
نانوایی تنوری,54.3578495,31.888487,2502,bakery,12038653968
سالن زیبایی نجمه مقدم,54.3958607,31.8281291,2529,beauty_shop,12040480000
کلینیک دندانپزشکی تبسم رویایی,54.3308769,31.8571791,2121,dentist,12100983311
جواهری محسن رحیمی,54.3685552,31.8964068,2520,jeweller,12104246806
داروخانه دکتر کفیری,54.3965948,31.8248583,2101,pharmacy,12105841502
مرکز خرید دوچرخه وموتور شارژی واسکوتر شیخ,54.381148,31.884534,2542,bicycle_shop,12118214708
مجموعه مراقبت و زیبایی آقامیری,54.3668316,31.8372493,2529,beauty_shop,12157380318
کلینیک دامپزشکی وین,54.3738142,31.8473893,2129,veterinary,12163677430
درمانگاه شبانه روزی رازی,54.3864257,31.8967335,2111,clinic,12169384629
قصر پیرایش مهدی,54.4033013,31.8569772,2561,hairdresser,12192480688
فروشگاه میم استور,54.4003272,31.8612817,2546,computer_shop,12196731060
کافه رف,54.3695264,31.8366639,2303,cafe,12243639948
خوشحالی فروشی دیزنی,54.3696538,31.8463734,2521,gift_shop,12250125217
دبستان پسرانه جوادالائمه ۲,54.3722709,31.8311487,2082,school,12256541842
بوتیک نازیلا,54.3568182,31.8863848,2512,clothes,12257976231
مطب دکتر عباسعلی دهقان,54.3620778,31.8775855,2120,doctors,12309069997
خانه بوم گردی مأوا,54.3619477,31.89418,2405,hostel,12320776702
مطب فرشته ها,54.3757091,31.8351388,2110,hospital,12328599615
دکتر مهدی نژاد.متخصص ارتوپدی,54.3838916,31.8556933,2120,doctors,12329959716
کلینیک دندانپزشکی آراد,54.3717753,31.8365421,2120,doctors,12330037511
گلفروشی چشم انداز سعید,54.3804247,31.8918191,2513,florist,12338969646
مطب و كلينيك دكتر وحيدفر,54.3567761,31.8834606,2120,doctors,12345231021
گالری عروسک آریانا,54.3702312,31.8823556,2526,toy_shop,12357737269
عینک شهاب,54.379207,31.8311127,2519,optician,12378834865
0039pasta کافه,54.3674488,31.847412,2303,cafe,12415820120
مزون عروس یاسمین,54.3550112,31.8729101,2512,clothes,12421816050
دکتر پارسائیان فلوشیپ فوق تخصصی سوختگی و ترمیمی,54.3600618,31.8864492,2120,doctors,12462451123
همراهان سبز,54.3749149,31.8780412,2513,florist,12466723823
مرکز طب سوزنی جدید یزد,54.3589583,31.884057,2120,doctors,12467702110
دکتر مهدیه کمالی متخصص زنان زایمان,54.3592352,31.8805993,2120,doctors,12475275296
رستوران نقش جهان(چایی فروش-حسینی),54.3801402,31.9110841,2301,restaurant,12478149839
salman,54.3677995,31.8918959,2303,cafe,12478888322
سالن زیبایی حدیث سلیمی,54.3689741,31.8385225,2529,beauty_shop,12481560289
موبایل اچ دی,54.377312,31.872049,2525,mobile_phone_shop,12492424539
تابلوسازی شبرنگ,54.377798,31.8874883,2501,supermarket,12495392420
آموزشگاه و سالن مهدیس ابراهیمی,54.3702234,31.8314856,2529,beauty_shop,12535647404
دکتر علی عقیلی جراح-دندانپزشک,54.3836787,31.8402145,2120,doctors,12548755056
کامپیوتر مسلم,54.3887279,31.8837841,2546,computer_shop,12550944979
سوپر شهرک,54.3862561,31.9122786,2511,convenience,12553417729
سالن زیبایی بانو دهقان,54.3729837,31.8480709,2529,beauty_shop,12582011402
دانشگاه علمی کاربردی,54.3567036,31.8618571,2081,university,12587118078
اداره کل پست استان یزد,54.3552478,31.8614082,2005,post_office,12587135611
خوابگاه دانشکده,54.3493186,31.8660948,2402,motel,12587135669
دانشکده پیراپزشکی شهید صدوقی یزد,54.3510301,31.8681862,2081,university,12587135724
فرماندهی نیروی انتظامی استان یزد,54.3476152,31.8678841,2001,police,12587135732
سالن ورزشی,54.3301226,31.8519613,2252,pitch,12587135753
یگان ویژه استان یزد,54.3834705,31.8573062,2001,police,12587136527
مرکز آموزش فنی و حرفه ای شماره 2 آزادگان یزد,54.3326837,31.8474034,2082,school,12588153354
سالن زیبایی ویدا شهیدی,54.367114,31.8102643,2529,beauty_shop,12589574570
سالن زیبایی یلدا,54.3847556,31.8376139,2529,beauty_shop,12599302540
سالن زیبایی الوان خواجه نسب,54.3615606,31.8526298,2529,beauty_shop,12600230521
طلا فروشی حسینیان,54.3678019,31.8952793,2520,jeweller,12609196800
قطعات موبایل فیکسل,54.3817049,31.8911759,2525,mobile_phone_shop,12620494561
گالری کفش پاپوش,54.3875903,31.841627,2517,shoe_shop,12629920627
سالن تخصصی ناخن مرجان,54.3773808,31.8496676,2529,beauty_shop,12633328444
نان فانتزی و پروتئینی بهشت نان,54.3766871,31.8954595,2501,supermarket,12638158610
گالری اتومبیل عباسی نژاد,54.3738596,31.8540781,2541,car_dealership,12644847890
کافه فست فود زرگران,54.3709411,31.8994969,2303,cafe,12645060979
سالن زیبایی و آموزشگاه زهره حکاکیان,54.3484878,31.8434075,2529,beauty_shop,12647166421
کلینیک پوست و مو بیات بیوتی,54.3687135,31.8445831,2120,doctors,12651865172
کافه رستوران کندلوس,54.3865546,31.8317964,2303,cafe,12656823136
کبابی وجگرکی دهقان 1,54.3700764,31.8934029,2301,restaurant,12658128896
رستوران پاسارگاد(نارنجستان ),54.3799858,31.8638956,2301,restaurant,12658179534
کلینیک دامپزشکی پرشین,54.3685807,31.8453953,2129,veterinary,12694643160
دپارتمان زیبایی آوانا,54.3687225,31.8741481,2529,beauty_shop,12749129040
هپی باکس (باکس شادی),54.3589072,31.8460617,2521,gift_shop,12755560786
دفتر گردشگری هتلگرد,54.3606992,31.844379,2567,travel_agent,12757062301
پوشاک سایز بزرگ زنانه سارا,54.384434,31.8410608,2512,clothes,12769229470
مزون ارغوان,54.3696025,31.8932077,2512,clothes,12771943396
باشگاه تخصصی کونگ فو استاد مرتضی بابایی,54.3558749,31.8448217,2251,sports_centre,12777008502
مرکز تخصصی ماساژ و کایروپراکتیک دکتر بابائی,54.3917655,31.844425,2120,doctors,12784814345
نانوایی لتیر نون و نمک,54.4265905,31.771561,2502,bakery,12794404224
تولید و تعمیر مبل,54.4074481,31.9001036,2544,furniture_shop,12817186442
دکتر خدارحمی,54.3778184,31.8726424,2120,doctors,12826189892
عینک محمدی,54.3570668,31.8833731,2519,optician,12833421245
کافه لوئیزا,54.3736661,31.9005156,2303,cafe,12836584590
موبایل مستر پرای,54.3978062,31.8574575,2525,mobile_phone_shop,12848437280
نمایندگی مدیران خودرو توانگر یزد,54.4010275,31.8736299,2541,car_dealership,12864252980
قهوه نیک عهد,54.3636708,31.8133329,2303,cafe,12953762006
گالری طلاریز,54.369124,31.8966589,2520,jeweller,13031128387
دکتر صدیقه حاجی هاشمی متخصص قلب و عروق و انژیوگرافی,54.3773382,31.8733951,2120,doctors,13050185553
کافه و رستوران دنگی دونگی,54.3530749,31.8431847,2301,restaurant,13075762227
کلینیک سو مصرف مواد رز,54.3498583,31.8509624,2111,clinic,13081250134
موسسه عینک طبی آسمان,54.3580766,31.8809856,2519,optician,13093057614
کافه دم دم,54.3650556,31.8398779,2303,cafe,13123167005
دندانپزشکی دکتر عسکری وزیری,54.3763411,31.853716,2121,dentist,13131197777
دکتر سعید عربی متخصص سرطان,54.3759404,31.8236494,2120,doctors,13140532393
دکتر حسین علی یاوری جراح دندانپزشک,54.3802098,31.8642659,2121,dentist,13154273526
دکتر محمد جواهرچیان,54.3778347,31.870532,2120,doctors,13163684322
کافه رستوران آوان,54.3645825,31.889032,2301,restaurant,13167099439
دکتر سید مسعود هاشمی زاده,54.3569302,31.8783296,2120,doctors,13167350864
پخش گوشت فتوحی,54.3949879,31.8277732,2511,convenience,13174989135
مطب دكتر پناه بخدا,54.3594325,31.8772244,2120,doctors,13197354623
مطب دکتر سرداری( متخصص اعصاب و روان ،معاینات گواهینامه),54.3756485,31.8746543,2120,doctors,13198320437
معجر,54.3708957,31.8982361,2512,clothes,13203034351
کافه اَمبِر,54.3717099,31.9044188,2301,restaurant,13243186784
مطب دکتر سید محسن فانی,54.3552826,31.885197,2120,doctors,13256696728
فروشگاه آرایشی بهداشتی عطریات محسن احتیاط,54.3752753,31.8778474,2514,chemist,13273733901
کلینیک زخم دیاکو,54.3813665,31.8707398,2120,doctors,13278527406
خانم دكتر بهاره ميبدي,54.3594439,31.8772961,2120,doctors,13279692571
جواهری شتابی,54.4010681,31.8557824,2520,jeweller,13282831589
سالن زیبایی مه جبین,54.3876188,31.8449408,2529,beauty_shop,13288640872
گروه تولیدی داز,54.3800381,31.8625439,2512,clothes,13304555474
سالن زیبایی و اموزشگاه دلارام,54.3658179,31.8568597,2529,beauty_shop,13305521429
antico italian kitchen,54.3736817,31.8312926,2301,restaurant,13322873752
آشپزخانه ایتالیایی آنتیکو,54.3729739,31.8318927,2301,restaurant,13322898443
آشپزخانه ایتالیایی آنتیکو,54.373672,31.8313997,2301,restaurant,13322898443
استودیو‌ گل آدا,54.3737828,31.8471956,2513,florist,13333161557
طلا فروشی مازار,54.3669268,31.8966015,2520,jeweller,13335630018
آرین استور,54.3896818,31.8230076,2525,mobile_phone_shop,13354554489
دندانپزشکی دکتر موقری,54.3808317,31.8598953,2121,dentist,13358532810
دکتر محبوبه دشتی متخصص زنان و زایمان,54.3570457,31.8779908,2120,doctors,13358643987
فیزیوتراپی صبا(فیزتراپیست محمدعلی دهقانی),54.3822769,31.8500711,2120,doctors,13358757069
تابه کباب,54.3510375,31.8446043,2301,restaurant,13362683929
موسسه رادیولوژی و سونوگرافی بقایی پور,54.36868,31.8815643,2120,doctors,13370788906
مطب دندانپزشکی دکتر دهقان دهنوی,54.3866167,31.828859,2111,clinic,13375393348
موبایل سید محمدآباد,54.4246789,31.7730102,2525,mobile_phone_shop,13376538230
آموزشگاه وسالن زیبای محدثه غیبی,54.3443665,31.8580434,2529,beauty_shop,13380785813
مرکز زیبایی پوست و مو روژان,54.3705,31.8442184,2110,hospital,13392179283
چسب کاشی و ابزارالات نصب اسلب دایان تجارت,54.3809098,31.8278712,2543,doityourself,13399382618
حاج خلیفه علی رحمر و شرکه,54.3791547,31.8859749,2502,bakery,13419432201
مزون صورتی,54.3707857,31.8333805,2512,clothes,13495869463
پانیذ فود,54.3846952,31.8412884,2301,restaurant,13525838529
