name,lon,lat,code,fclass,osm_id,x,y,hex_id
,54.32994,31.8487603,3300,muslim,4709943234,6047981.2556291055,3743474.39800317,13959.0
مسجد ابوذر,54.3360133,31.8522169,3302,muslim_shia,4709945053,6048657.33229254,3743927.39336685,14581.0
مسجد فُرط,54.3676794,31.8972517,3300,muslim,5056972713,6052182.386419949,3749830.8600386907,17671.0
مسجد علاقه بند,54.3698788,31.9035559,3300,muslim,5731774124,6052427.222508,3750657.4876203784,17979.0
مسجد ملااسماییل - نماز جمعه,54.3637411,31.8964911,3300,muslim,5919987294,6051743.976869358,3749731.131474845,17360.0
,54.3657912,31.8910881,3300,muslim,6139102846,6051972.192957433,3749022.7231204617,17520.0
حسینیه کربلائیهای یزد,54.3730363,31.8912796,3300,muslim,6327814324,6052778.71380018,3749047.830720066,18299.0
مسجد مصطفی خمینی,54.3944555,31.8906403,3302,muslim_shia,6327824157,6055163.088237379,3748964.0121853496,20328.0
مسجد حضرت ابوالفضل ع,54.4030579,31.865589,3300,muslim,6328373235,6056120.703024979,3745679.9976884387,21281.0
مسجد المهدی,54.3979068,31.8511988,3302,muslim_shia,6329249386,6055547.285195954,3743793.9672611775,20821.0
مسجد امام کاظم (ع),54.3957447,31.8559164,3302,muslim_shia,6428660853,6055306.601324909,3744412.2401441676,20506.0
مسجد مکتب امام,54.3780206,31.8798732,3302,muslim_shia,6776485910,6053333.563538141,3747552.4266087557,18775.0
مسجد حضرت حجت عج,54.3893207,31.8956625,3302,muslim_shia,8561470955,6054591.484916054,3749622.4878056743,19856.0
مسجد امام سجاد,54.3966189,31.8806514,3200,jewish,8561470956,6055403.916823761,3747654.444453108,20647.0
کنیسا الی,54.3692378,31.8988852,3200,jewish,8561470957,6052355.866714401,3750045.0445342986,17827.0
کنیسا حاج همایون,54.3690329,31.8994262,3200,jewish,8561470958,6052333.057350738,3750115.981284041,17826.0
کنیسه یخوود,54.3701259,31.9003018,3200,jewish,8561470959,6052454.7295541745,3750230.7921823906,17981.0
کنیسه حاجی اسحاق,54.3675385,31.8993643,3200,jewish,8561470963,6052166.701503697,3750107.8648399822,17670.0
مدارش هاراو اشرگا,54.3673273,31.8995642,3200,jewish,8561470964,6052143.19082724,3750134.0761224306,17670.0
کنیسه هاخام,54.3664369,31.8997159,3200,jewish,8561470965,6052044.071952638,3750153.967363757,17514.0
کنیسه ملا شماعیل,54.3680094,31.9004305,3302,muslim_shia,8562501951,6052219.121851911,3750247.6677456903,17669.0
کنیسه هاداش,54.3680229,31.899856,3200,jewish,10181336278,6052220.624665037,3750172.3376164054,17826.0
مدرسه اسلامی امام خمینی,54.3689973,31.9002283,3200,jewish,10296652655,6052329.094376866,3750221.1546335155,17826.0
مقبره ملا هاراو ارشگا,54.378017,31.8952962,3300,muslim,11375078106,6053333.162787973,3749574.459905889,18765.0
مسجد محمد محسنین,54.3724452,31.8345468,3300,muslim,11664918908,6052712.912849172,3741611.8645994375,18181.0
مسجد حضرت صاحب الزمان(عج),54.3519723,31.8679146,3300,muslim,11765678443,6050433.880046111,3745984.826671593,16130.0
,54.3849812,31.8215665,3300,muslim,,6054108.413985756,3739911.180004771,19437.0
گالری خوشنویسی استاد حسین خواجه پور,54.3306601,31.8510405,,,,6048061.416794426,3743773.2215408986,14114.0
پارک شادی,54.35967913940768,31.86146345855896,2744,theme_park,117103114,6051291.801484599,3745139.2595583256,16915.0
قبرستان خلد برین,54.39327615369697,31.930538622334574,2015,graveyard,117103150,6055031.804007458,3754196.191578688,20302.0
مجموعه ورزشی شهید نصیری,54.328391276004055,31.858753191090983,2251,sports_centre,117133966,6047808.852462498,3744784.0357294534,
بوستان وحشی بافقی,54.37678143419756,31.897674850108896,2204,park,207066163,6053195.620232005,3749886.343109907,18607.0
آتشکده زرتشتیان,54.37324426100384,31.8811345761619,2721,attraction,383298192,6052801.8639132315,3747717.786688985,18306.0
پارک کوهستان یــزد,54.31261915727052,31.833975285860618,2204,park,234876007,6046053.108236349,3741536.9795329263,12253.0
پارک بزرگ شهر,54.39829492681134,31.87753790166416,2204,park,235123878,6055590.491274956,3747246.286700961,20804.0
دانشکده پرستاری و مامایی شهید صدوقی یزد,54.38642026353803,31.83374627050043,2081,university,235135230,6054268.609806029,3741506.971953209,19585.0
دخمه زرتشتیان,54.35702902108437,31.82189196300542,2721,attraction,596935937,6050996.791662306,3739953.8193876725,16629.0
دخمه زرتشتیان,54.35702902108437,31.82189196300542,2721,attraction,596935937,6050996.791662306,3739953.8193876725,16629.0
دخمه زرتشتیان,54.35485394765868,31.82296405873508,2721,attraction,596935937,6050754.663596121,3740094.2772754803,16472.0
دخمه زرتشتیان,54.35485394765868,31.82296405873508,2721,attraction,596935937,6050754.663596121,3740094.2772754803,16472.0
قبرستان زرتشتیان,54.35809895344622,31.82668773622721,2015,graveyard,239508120,6051115.895988011,3740582.138056453,16782.0
پارک فجر,54.38572544962593,31.82772050220423,2204,park,278423857,6054191.263475138,3740717.450257171,19589.0
دبستان رازی ۲,54.37985059980773,31.830508734129303,2082,school,282875903,6053537.27818489,3741082.769811737,18963.0
مجتمع تجاری ساقی,54.37911566098228,31.82804528270684,2504,mall,282875947,6053455.465169076,3740760.0030606976,18809.0
بیمارستان شهید صدوقی,54.37655825437125,31.82177377184727,2110,hospital,282876508,6053170.775967384,3739938.334974326,18657.0
هنرستان محمد طاهری,54.38435297628921,31.82584768722229,2082,school,286669784,6054038.480442166,3740472.0766010447,19435.0
دانشگاه یزد,54.3501661673541,31.831451027038906,2081,university,623135475,6050232.822279664,3741206.233351297,15999.0
دانشگاه آزاد اسلامی یزد,54.3513978470702,31.839556289459093,2081,university,286691640,6050369.932238481,3742268.274073403,16149.0
پارک آزادگان,54.38129819414571,31.83794801699487,2204,park,286699318,6053698.4236494675,3742057.5330892913,19115.0
دبستان دخترانه مریم,54.377085,31.8363716,2082,school,286699327,6053229.4130225545,3741850.9698711527,18647.0
مدرسه بنی فاطمه,54.37490575981901,31.833916079074115,2082,school,286701616,6052986.82111529,3741529.2217388693,18493.0
,54.37300244954645,31.833511412425104,2204,park,1359901709,6052774.945584927,3741476.1988875945,18337.0
دبیرستان پسرانه جواد الائمه,54.37712546182555,31.832294266907105,2082,school,286701618,6053233.917212371,3741316.719575708,18650.0
,54.38165967485719,31.828839162941225,2204,park,1359901709,6053738.663498201,3740864.0180310127,19121.0
پارک کرباسچی,54.37533815661919,31.89654320071144,2204,park,295950165,6053034.955306907,3749737.9628042346,18452.0
پارک,54.38475831551333,31.888012798929104,2204,park,295950269,6054083.602598195,3748619.5269932677,19394.0
بیمارستان شهدای کارگر تامین اجتماعی,54.39989740387709,31.866914922091286,2110,hospital,295950585,6055768.878205922,3745853.792533177,20968.0
بانک ملی,54.37151093526944,31.89945052032942,2601,bank,295972942,6052608.9109751005,3750119.1702127275,18138.0
پارک شهید سلطانی,54.35747120015774,31.890223983126933,2204,park,295974567,6051046.014811593,3748909.4292504764,16740.0
,54.3577500040719,31.89080992564316,2204,park,1359901709,6051077.0511213485,3748986.251723283,16739.0
مجتمع تجاری - تفریحی ستاره یزد,54.35673570132583,31.88629356658899,2505,department_store,295976475,6050964.139456145,3748394.1279963036,16587.0
دبستان و راهنمایی رمضانی,54.37215477694844,31.89332385609185,2082,school,296124669,6052680.583102957,3749315.856759625,18142.0
بیمارستان گودرز,54.3761347418123,31.89104957474253,2110,hospital,296124874,6053123.630764978,3749017.672073301,18611.0
درمانگاه جوی هرهر,54.37763782634683,31.89737255399551,2111,clinic,296125139,6053290.953369981,3749846.7062825877,18764.0
بیمارستان سید الشهدا یزد,54.376828497648034,31.90802733579608,2110,hospital,296125452,6053200.859311346,3751243.831412653,18600.0
عدالت,54.35633139414865,31.86515297869867,2251,sports_centre,296127201,6050919.132187057,3745622.8468719725,16601.0
هتل صفائیه,54.37805950131743,31.839212750206784,2401,hotel,296143833,6053337.894012988,3742223.257884973,18802.0
,54.38190691542147,31.889341437597157,2204,park,1359901709,6053766.18619192,3748793.720307221,19081.0
بوستان هفتم تیر,54.38242510423269,31.85851453311633,2204,park,318055289,6053823.87070652,3744752.756291272,19257.0
پارک ولایت,54.366987462925664,31.82749682098685,2204,park,364427424,6052105.360337174,3740688.1435883823,17717.0
,54.3698867,31.83000825,2204,park,1359901709,6052428.101931977,3741017.1945977905,18027.0
دبیرستان دخترانه جوادالائمه,54.368090891651256,31.828761416297557,2082,school,364428063,6052228.193461033,3740853.8315496617,17716.0
,54.36737791225045,31.827735999811814,2204,park,1359901709,6052148.824957188,3740719.480753278,17717.0
بینش,54.3702219410884,31.82867427017268,2204,park,364431625,6052465.420799231,3740842.413544444,18028.0
,54.36943899573196,31.830873928171613,2204,park,1359901709,6052378.263720833,3741130.619060809,17871.0
,54.37049044702215,31.827727169104435,2204,park,1359901709,6052495.310743051,3740718.3237542054,18029.0
,54.3714094825778,31.830799886121387,2204,park,1359901709,6052597.617313127,3741120.917746765,18183.0
,54.37112376715319,31.83108103320496,2204,park,1359901709,6052565.811617548,3741157.7549116174,18183.0
پارک تلاش,54.37488327022296,31.829936755607516,2204,park,364439411,6052984.3175849095,3741007.8271767637,18496.0
پارک سامان,54.37521610000001,31.8289742,2204,park,364439412,6053021.368026212,3740881.7108084965,18497.0
فضای سبز خرد,54.37399066425517,31.832329164320907,2204,park,364439413,6052884.953143096,3741321.292060929,18338.0
,54.36405934280067,31.83252622483835,2204,park,1359901709,6051779.403495878,3741347.1122389277,17402.0
,54.36553732428733,31.846936487409224,2204,park,1359901709,6051943.931642374,3743235.390019016,17549.0
پینت‌بال,54.38840190705779,31.8143316887446,2252,pitch,364439818,6054489.205353582,3738963.375634327,19754.0
پارک پهلوان یزدی,54.36741657539982,31.838815779829236,2204,park,364478146,6052153.128919289,3742171.2404765217,17710.0
پارک ولی دشتی,54.39171661511696,31.82562682462433,2204,park,364539972,6054858.196966858,3740443.13981384,20214.0
,54.392675312637486,31.845015816310863,2204,park,1359901709,6054964.918686667,3742983.693977348,20201.0
دبستان دخترانه جواد الائمه,54.37192962701794,31.829465631967377,2082,school,364560102,6052655.519527342,3740946.09925143,18184.0
,54.33404328916,31.85232852117003,2204,park,1359901709,6048438.031688974,3743942.021860367,14425.0
,54.33200603246476,31.85078073251413,2204,park,1359901709,6048211.245311045,3743739.178259881,14114.0
پارک راه آهن,54.345489304460784,31.86590498445835,2204,park,364562154,6049712.196283869,3745721.4150306596,15508.0
زمین فوتبال راه آهن,54.3527854,31.86322995,2252,pitch,364562155,6050524.393924074,3745370.7920904034,16290.0
سلف سرویس آفتاب دانشگاه یزد,54.3560388456032,31.83277496712953,2301,restaurant,364570417,6050886.565831946,3741379.7041849387,16622.0
سالن ورزشی غدیر دانشگاه یزد,54.34855633304289,31.8346549442729,2251,sports_centre,364570432,6050053.616343878,3741626.0347141074,15840.0
سالن ورزشی کوثر دانشگاه یزد,54.348232890011616,31.83841005557782,2251,sports_centre,364570441,6050017.610830336,3742118.076226748,15838.0
سالن ورزشی امام علی دانشگاه یزد,54.35321538388693,31.831880646466026,2251,sports_centre,364570449,6050572.259511417,3741262.5244777757,16311.0
استخر سرپوشیده دانشگاه یزد,54.352434550000005,31.8329523,2253,swimming_pool,364570452,6050485.337480729,3741402.9396253396,16310.0
مهمانسرا شماره دو دانشگاه یزد,54.36127943662432,31.838157480642533,2404,guesthouse,364570869,6051469.945755873,3742084.980080785,17086.0
درمانگاه شبانه روزی دانشگاه یزد,54.35944102831194,31.839619793501814,2111,clinic,364570857,6051265.295078669,3742276.5954405814,16930.0
مهمانسرا شماره دو دانشگاه یزد,54.36098340000001,31.838934649999995,2404,guesthouse,364570869,6051436.991109598,3742186.816724162,17085.0
بانک تجارت,54.36238512188931,31.83637354776624,2601,bank,364572658,6051593.030076549,3741851.225091334,17244.0
سیتی سنتر,54.36673339068286,31.83122257569761,2504,mall,364573056,6052077.077144479,3741176.3004928418,17559.0
بوستان پرستار,54.36711513974428,31.846986510300944,2204,park,364573882,6052119.573255607,3743241.945383101,17704.0
,54.367817,31.845751700000005,2204,park,1359901709,6052197.703981883,3743080.1278864937,17705.0
دانشکده کشاورزی ملاصدرا,54.36438105217064,31.830711954146437,2084,college,364582012,6051815.216019126,3741109.3965239977,17403.0
بیمارستان خصوصی شاه ولی,54.34950037847337,31.841233231200103,2110,hospital,364583119,6050158.707000485,3742488.017090999,15836.0
,54.34909495000001,31.8392561,2204,park,1359901709,6050113.574909277,3742228.9382818188,15837.0
دانشکده پزشکی علی ابن ابیطالب(ع),54.35284233710269,31.840097045393374,2084,college,364583137,6050530.732133353,3742339.1331892703,16305.0
ساختمان ولی عصر دانشگاه آزاد,54.35114310659878,31.837385807998675,2084,college,364583145,6050341.574658917,3741983.864549742,15995.0
مجتمع تجاری آریا,54.37935855799994,31.831010545709823,2504,mall,364583824,6053482.5043413965,3741148.5193100646,18963.0
استخر کاج,54.382815040619285,31.829341308222094,2253,swimming_pool,364583825,6053867.278226518,3740929.8100622273,19276.0
پارک مهرآوران,54.35311889100454,31.817000955986547,2204,park,364583827,6050561.517972884,3739313.0572678247,16320.0
امام علی,54.35782103626302,31.86379441163264,2007,library,364700060,6051084.958388694,3745444.7765323203,16757.0
,54.31309804150948,31.83324864369172,2204,park,1359901709,6046106.41738598,3741441.768827389,
,54.36343199999999,31.890305699999995,2204,park,1359901709,6051709.568014753,3748920.143057544,17364.0
بوستان شهدا حسن آبادمشیر,54.39800173762885,31.898995306141217,2204,park,364837179,6055557.8536044555,3750059.4817866166,20790.0
,54.38567515,31.917507050000005,2204,park,1359901709,6054185.664146392,3752487.00994042,19530.0
,54.37510315615308,31.870239793229658,2204,park,1359901709,6053008.795174683,3746289.6100270282,18469.0
ورزشگاه شهید پاکنژاد یزد,54.36125770759936,31.880235183551218,2252,pitch,364838872,6051467.526891879,3747599.8806027947,17058.0
,54.370104805099054,31.83754724151735,2204,park,1359901709,6052452.381280543,3742005.017796681,18022.0
دبستان هشتم شهریور,54.371368168703306,31.83686566387599,2082,school,364840110,6052593.018273655,3741915.7083419943,18179.0
مرکز خرید تک,54.377756100000006,31.8317002,2504,mall,365005222,6053304.119532826,3741238.8813464083,18807.0
تک,54.37721416884263,31.831566752023893,2203,cinema,365005223,6053243.792032342,3741221.396256598,18650.0
ایستگاه اتوبوس,54.373975071526125,31.83450538602392,2421,shelter,365005745,6052883.21736844,3741606.438141811,18336.0
پارک کوثر,54.38654568103757,31.82303704447814,2204,park,365104186,6054282.571218214,3740103.839375764,19592.0
,54.36708085,31.8831798,2204,park,1359901709,6052115.756138735,3747985.9100753367,17680.0
فهادان,54.37133351628661,31.90528519220585,2301,restaurant,371745859,6052589.160784274,3750884.2480369494,17978.0
مجتمع تجاری تفریحی امیرمال,54.38171699257774,31.85631722950522,2505,department_store,381176247,6053745.044077667,3744464.772976909,19103.0
رفاه,54.36328928089522,31.87435460594036,2511,convenience,381275795,6051693.680596684,3746828.9932623175,17219.0
,54.39036080988394,31.894935343868838,2204,park,1359901709,6054707.269418702,3749527.145972877,20013.0
هتل ارگ جدید,54.35097264345187,31.818120147805164,2401,hotel,383101440,6050322.598788205,3739459.67760043,16163.0
آتشکده زرتشتیان,54.3733156174801,31.881149135298724,2721,attraction,383298192,6052809.8072798345,3747719.6953319237,18306.0
,54.35642515472809,31.82427843079099,2204,park,1359901709,6050929.569567018,3740266.4786038306,16628.0
,54.3563871,31.82367195,2204,park,1359901709,6050925.333334064,3740187.0207381956,16628.0
,54.35609050178267,31.823999232847157,2204,park,1359901709,6050892.31617154,3740229.8995194505,16628.0
,54.356966400000005,31.824263850000005,2204,park,1359901709,6050989.820715082,3740264.5683005494,16628.0
,54.3560418,31.824337350000004,2204,park,1359901709,6050886.8947138935,3740274.1979109105,16628.0
,54.35725334057509,31.82470436917045,2204,park,1359901709,6051021.762793788,3740322.2830815064,16783.0
,54.3730605872186,31.88133545459077,2204,park,1359901709,6052781.417440987,3747744.1210512132,18306.0
,54.35656760749744,31.82478970043196,2204,park,1359901709,6050945.427336764,3740333.462819922,16627.0
,54.35697684659439,31.82486554829372,2204,park,1359901709,6050990.983624649,3740343.4000923717,16627.0
,54.35566792407026,31.82454969252304,2204,park,1359901709,6050845.275035774,3740302.018032347,16471.0
بیمارستان مرتاض,54.3844977897592,31.85631514661553,2110,hospital,383357911,6054054.601003907,3744464.4999921843,19415.0
سینما ایران,54.3708281,31.8814565,2203,cinema,383357912,6052532.89810061,3747759.9896501494,17994.0
,54.3720150890185,31.90434870375305,2204,park,1359901709,6052665.033113726,3750761.4466818008,18135.0
مسجد جامع یزد,54.368510626939,31.901437456800053,2721,attraction,5705856,6052274.9181795325,3750379.7040164564,17825.0
هتل سنتی کهن کاشانه,54.37200030512493,31.904349168308546,2401,hotel,5705859,6052663.387378222,3750761.5075984667,18135.0
هتل سنتی کهن کاشانه,54.37200030512493,31.904349168308546,2401,hotel,5705859,6052663.387378222,3750761.5075984667,18135.0
هتل ملک التجار,54.36561916809758,31.89549542117657,2401,hotel,5705857,6051953.042453656,3749600.581025248,17517.0
هتل سنتی مهر,54.36713682178759,31.89731051703432,2401,hotel,5705858,6052121.986889628,3749838.572061393,17671.0
,54.3714122342526,31.904888496462718,2204,park,1359901709,6052597.923628164,3750832.229330734,18135.0
هتل سنتی یزد,54.36994928742409,31.8926304841263,2401,hotel,383427770,6052435.069132157,3749224.9468653714,17986.0
تکیه امیر چخماق,54.37004551260505,31.893316527919804,2721,attraction,383427771,6052445.780870303,3749314.895939373,17986.0
هتل ارگ جدید یزد,54.35072289360825,31.818096247659398,2401,hotel,384626648,6050294.796762787,3739456.5465302737,16008.0
ایستگاه آتش نشانی شماره 1 شهرداری,54.35919935712989,31.87982202888239,2002,fire_station,388129088,6051238.392365743,3747545.718380008,16903.0
,54.34890730028991,31.848774313114998,2204,park,1359901709,6050092.685839101,3743476.2344197803,15831.0
پردیس دانشگاه علوم پزشکی صدوقی یزد,54.33787579175581,31.842291445120186,2081,university,422372988,6048864.663926404,3742626.685335248,14744.0
هنرستان دخترانه صنایع لاستیک,54.35709736350366,31.84192346607688,2082,school,424116138,6051004.399505621,3742578.465218532,16616.0
دبستان آینه ساز,54.35752958261397,31.84112653692083,2082,school,424121126,6051052.513916892,3742474.0359717826,16772.0
مدارس سما,54.34681910069295,31.849686337518538,2082,school,424129248,6049860.228523293,3743595.7556805103,15675.0
دبستان پسرانه دین و دانش,54.35953860465195,31.852166388420034,2082,school,425386379,6051276.157227152,3743920.7735861205,16921.0
دبستان دختزانه دین و دانش,54.35934667725107,31.852474259179232,2082,school,425386380,6051254.791966616,3743961.121557107,16921.0
دبیرستان دخترانه روش نوین,54.35974053513932,31.851851661093928,2082,school,425386381,6051298.636026182,3743879.5271676844,16922.0
دبستان پسرانه یاوری,54.358466959473326,31.852528189203056,2082,school,425388672,6051156.862231556,3743968.189364752,16765.0
دانشگاه علمی کاربردی فرهنگ و هنر,54.356552620613066,31.85739304560228,2081,university,425393118,6050943.759004427,3744605.7708797487,16606.0
دانشکده فنی امام علی ع,54.36067302914872,31.85514271228177,2081,university,425393119,6051402.440784476,3744310.841050256,17075.0
دانشگاه غیر انتفاعی امام جواد ع,54.3728807335394,31.82985941847961,2081,university,425417658,6052761.396221001,3740997.694230264,18184.0
ایستگاه شماره 9 آتش نشانی,54.365341117544645,31.850936079352568,2002,fire_station,425420168,6051922.090007688,3743759.5369012435,17546.0
,54.35897878343231,31.8509075754907,2204,park,1359901709,6051213.838214047,3743755.801387176,16922.0
دانشکده فنی شهید صدوقی,54.35271543250971,31.86547239099887,2081,university,429381779,6050516.605178683,3745664.7133178157,16289.0
دانشگاه فرهنگیان - پردیس شهیدان پاکنژاد,54.35176839551368,31.86699092834438,2081,university,429381839,6050411.181502523,3745863.755106017,16131.0
,54.36003584843797,31.85999039878948,2204,park,1359901709,6051331.510152211,3744946.1902584443,16916.0
,54.36514563044823,31.88342368850996,2204,park,1359901709,6051900.328483659,3748017.8836053303,17525.0
پارک گلستان,54.39997033145265,31.81363521934802,2204,park,437859741,6055776.996466499,3738872.137816435,21003.0
پارک لاله,54.397130477131405,31.814044995624503,2204,park,437859742,6055460.865329531,3738925.818617698,20690.0
پارک جوان,54.397292435474704,31.811675310421407,2204,park,437859743,6055478.894449837,3738615.3925191415,20692.0
,54.39747949490328,31.8112114007122,2204,park,1359901709,6055499.7178101735,3738554.621800761,20692.0
پارک مهسا,54.39858073333334,31.81220693333333,2204,park,437859745,6055622.30711145,3738685.0338302157,20847.0
مدرسه استثنایی نشاط یزد,54.39463343557637,31.8128511720291,2082,school,439702159,6055182.895935134,3738769.4280728223,20379.0
مدرسه خواجه رضایی,54.396776559420914,31.812977080678795,2082,school,439702160,6055421.467390216,3738785.921974074,20691.0
ورزشگاه شهدای رحمت اباد,54.38929468024995,31.815487894319613,2256,stadium,439856680,6054588.588410727,3739114.840626596,19909.0
,54.390463799581234,31.81557123868964,2204,park,1359901709,6054718.734179363,3739125.7589609744,20065.0
,54.39123274993264,31.81655069784765,2204,park,1359901709,6054804.333340927,3739254.071456812,20065.0
مدرسه یاسین,54.39111440983281,31.81697662820403,2082,school,439856695,6054791.1597812725,3739309.870213184,20064.0
,54.3897025,31.81592075,2204,park,1359901709,6054633.986697638,3739171.5459805084,20065.0
,54.391705501830565,31.813230032223974,2204,park,1359901709,6054856.959841475,3738819.0584295453,20222.0
دبیرستان خاتم,54.39621835409712,31.8146900063457,2082,school,441709976,6055359.328257813,3739010.315676318,20690.0
مدرسه هاشمی,54.395436548283314,31.814633243557843,2082,school,441709977,6055272.2980327215,3739002.8796698605,20533.0
پارک قلعه,54.40518175726808,31.821227405881853,2204,park,441709978,6056357.1297345795,3739866.754949793,21465.0
پارک فدک,54.39532603848939,31.817276653742997,2204,park,441710138,6055259.996138733,3739349.175037329,20532.0
تعمیرگاه سایپا امیر کبیر,54.363483771359725,31.852093105038392,2541,car_dealership,442410418,6051715.331176156,3743911.1694598505,17389.0
ورزشگاه معلم,54.38219099052704,31.920324788264644,2256,stadium,466747320,6053797.80928802,3752856.5554528646,
دانشکده دندان پزشکی یزد,54.38521536895113,31.91361065838781,2084,college,466747327,6054134.481554155,3751976.0180197638,19377.0
حسینیه فهادان,54.37034401707291,31.904834332496623,2723,monument,473835207,6052479.010235664,3750825.1268281545,17978.0
میدان میوه تره بار یزد,54.366374154629234,31.792574766800108,2016,market_place,477425336,6052037.087169915,3736113.5334925726,
دبیرستان دخترانه امام حسین,54.35345123287695,31.872457213715872,2082,school,477687337,6050598.51410089,3746580.273832738,16284.0
کتابخانه مرکزی,54.3712603787132,31.88525614895054,2007,library,518530988,6052581.019146845,3748258.1199709815,17991.0
,54.363225881493534,31.890190429096467,2204,park,1359901709,6051686.623007571,3748905.0300221383,17208.0
سینما دانش آموز,54.36390528231218,31.88903119423234,2203,cinema,518565359,6051762.253560747,3748753.0451259483,17365.0
مرکز پزشکی هراتی درمانگاه تامین اجتماعی,54.36333705652007,31.887146279124188,2110,hospital,518565364,6051698.9989549145,3748505.921871656,17366.0
هتل جهانگردی یزد,54.35486706989381,31.866490707042157,2401,hotel,532054131,6050756.124356653,3745798.1883994807,16443.0
هتل سنتی فاضلی,54.37053415051638,31.901840329503965,2401,hotel,532068474,6052500.175793774,3750432.5307283807,17980.0
